cyclostationary_mean_tg_1w_0,cyclostationary_mean_rr_1w_1,cyclostationary_mean_tg_16w_1,cyclostationary_mean_tg_16w_2,cyclostationary_mean_rr_24w_0
-0.5544842170465856,0.3671633566813879,-1.7149671538733915,-1.0455876949783296,1.4123354774915893
0.19795866410371055,1.1097458222413747,-0.051369277189850425,0.37866113162648185,3.349162971302771
-0.1293263431935643,0.7459524067141556,-1.2003533584326456,-0.46058844074487726,1.7523516856148218
-0.2867230553645149,0.2658676550277689,-0.6494934859368815,-0.03940400112546857,1.7938777141525304
-0.15099839171034735,0.4897413405173379,-1.0992814840339384,-0.29578672075474244,1.3445079651640321
0.37107140751392764,0.2566123714322094,-0.3769193511151367,0.37398231545435867,1.5606475514683484
1.8759840942539,0.01850744342473706,0.20931575590063,0.9262891145234357,1.1743354551834324
0.5627264875897605,-0.3725817535781988,-0.1997712910849887,0.6656547272666041,1.106450352783949
-0.36218930417268014,0.5762595028862604,-0.05623875186052695,0.6216274819110076,1.4439790143864994
0.5204576731055206,1.3099720569885034,0.09652195946814,0.7820036121235158,1.6752492190219819
1.0338534030209303,0.9019645996495986,0.30760681533668277,0.9608460954117266,1.6035448616673886
0.566068213172913,0.6355898726752276,0.2453123513205973,0.8747681034850117,1.7749515733928658
-0.31155441234406395,0.6345523323041857,0.11933821750632885,0.7751603187805186,1.8399653543256125
-1.0313226427086837,-0.31979424041478133,-0.16601946100341222,0.5160545646653824,1.5577243854741936
-1.8183875087892338,-0.9296985842411251,-0.4446669989293711,0.20966517257518413,1.4274214455396548
-1.19029151620764,-0.018293478307320473,-0.45409649547336184,0.17599827975952406,1.2909524954814824
0.19312142678179756,-0.8502039349553576,-0.37182833027569373,0.25852863790522873,0.868511476878667
0.05530926631873681,-1.3486679732144868,-0.33896096893925876,0.2534996410721692,0.7475043495042399
0.04361508577247351,-0.9256119456368171,-0.34908170159192053,0.220752466138134,0.5292078282131574
0.38382325081244106,-0.508076056318956,-0.15156256823225983,0.3669273485662385,0.4416351766430051
-0.6406877101213072,1.1520520602279405,-0.3848495674157134,0.11879891366980393,0.7396941048847132
-1.50213786967119,1.6743371784344605,-0.4272048701562946,0.013836995990976876,0.8229617235935375
-0.9138763865712238,0.8975370549233771,-0.6308662468601849,-0.23223496803888163,0.8441686854756454
-0.142060600668573,0.27012792283702663,-0.8533754753086651,-0.49995755015939797,0.8072738928410665
-0.332985898651252,0.864511509684315,-0.7403735224757387,-0.5116912541792017,0.9522748705248668
-1.2568887962757829,0.9035717285100493,-1.0291421006530697,-0.7703501063223938,1.0429895770219586
-0.7216442149153712,-0.6168060523454896,-1.0641306546587819,-0.8455905681574579,0.7209734908895312
0.29665132543655587,-0.9135425984634725,-1.1955204719093775,-0.9860633547351663,0.807175510501359
-0.07267161348857996,-0.7140384071174161,-1.2009394763983539,-1.0262645541235715,0.662173596887659
-0.04524187860213219,-0.584388209323752,-1.1086619448392716,-0.9877190985934184,0.6352794700827463
0.28820025814443434,0.054457158566674525,-0.8241683344169924,-0.7816861573248732,0.5896968197174398
-0.4502060047351244,-0.15624823392797701,-0.757671708310252,-0.6740062632646291,0.6019127402899369
